NAME	Cancer	CD14	CD19	CD4_Eff	CD56	CD8	Endothelial	Eos	Fibroblast	Neu	Treg
cg00144180	99.12717284485	97.4354607654988	97.9542464255057	34.4196263207995	95.4864248061449	59.3451317380132	98.4389801569031	98.4140012401289	98.3000518751327	97.6162516692943	64.3826498212934
cg00147751	71.87190851495	62.9258791963725	36.1598587195674	5.63520626905542	21.3174242895086	5.37411280778446	60.5607899746869	64.8208567390916	54.2588047541383	64.3000601922762	6.22786945709385
cg00154119	89.02636175245	43.0454346581895	80.6072399526341	86.4003517808775	74.1179083422072	77.5546401434587	81.4814678938138	16.1565589332976	78.3419417109164	22.5800067620221	79.0415963681537
cg00159682	88.6920839966	71.8355991397802	82.4423050816201	89.5683569687623	80.2799356075259	81.3932073846607	4.95123632962878	81.3179818496001	86.2206592510665	77.8744534931936	87.2649871857263
cg00177237	92.5181892032	90.3321759508053	81.2576944207355	81.4007642237115	51.252894085456	46.6960649647303	92.1948436360078	90.9403238970201	92.3735625777135	89.628167936078	41.4850874078445
cg00219921	94.4407406631	93.9169413451347	94.7307618071009	92.8894717492124	85.5068621640926	19.0280341900089	94.3773409776809	94.6693707336788	93.4034886834178	94.0209779974953	74.0671834664491
cg00226923	31.75724902685	90.0070160381247	11.1560799954396	90.199645968381	82.4724692229443	85.6227483790809	80.0806978252294	90.1325170707128	62.929899133755	91.5587063723746	87.1662699141712
cg00242035	81.7299876275	5.52958087936587	5.09138531685724	5.21068884283492	5.14912419900221	5.56746258976017	6.46845601388163	6.38313752498649	88.1330359735165	6.25886444524289	7.04386661980125
cg00246969	8.527062662765	86.7156465339335	91.84580186643	93.1045818710878	93.0656818005755	92.8945222693033	7.50161734773897	85.3636221431156	7.96207480164764	86.5589485997344	91.3166590118693
cg00252934	90.70969491435	88.5928956643717	87.9657254195389	26.626861782444	66.0535118485725	32.9660357042252	85.8097729556513	82.364554854483	86.4834274416088	84.6024074997565	35.9298205266765
cg00259404	91.59644770685	6.51316615438274	93.1862061270025	94.3937022695547	86.2333862514553	94.250138857733	96.0564867439242	61.9208841825756	90.1771384199392	23.6941997842983	94.0534267978125
cg00259518	92.6972348354	87.2726788229543	76.7450407672439	91.0985803065066	56.7329670388259	80.2077460684651	95.9233125405574	84.7164114237375	89.7391063664163	85.3967613383587	91.6179703257536
cg00268086	76.11573363185	3.3096300711512	4.2410875397118	3.97259380881298	4.82506106844312	4.49131420386591	2.85326451053523	4.3470815403814	10.4350393001085	4.44158218284828	3.29786254621966
cg00290355	91.34036358895	80.589126344848	90.9998910067962	90.7943444038741	89.7321941046806	91.5464407935632	92.3695410916372	15.8230368120447	93.8582245998126	57.6474416937448	91.3018426157549
cg00302479	67.68143967545	5.14492036041399	4.85625418158807	8.16188800602142	4.49456121801522	5.31391249957704	41.0875783395545	5.60425710003271	57.5556800205149	5.72356633958511	8.87818384422507
cg00324097	6.252126814055	35.7567567909539	10.0484606192578	2.48439201530042	32.4810141002857	10.8990427055825	11.9059571440771	56.2748685344605	2.40508076314013	61.3826350106846	2.72203616967158
cg00334274	79.74213692865	83.0266938499171	36.8247598400711	72.1242638592822	60.7592721765004	52.7546058408721	93.5927106599377	83.7407771072727	67.0832666514268	82.6792731397581	23.7422655838966
cg00335124	90.63971536425	82.4925208975765	94.5247381707413	72.9311656178232	52.4605600166428	69.2733799708549	92.4233683971693	3.6637515890128	94.1007130094543	3.98773683919563	56.3399449415
cg00343906	93.9505175288	16.083733923814	93.0250884077975	95.7988420412697	89.1304813954292	94.1156209689455	96.1438936965059	3.1959061757943	92.7005210175582	4.08574821020671	94.603147365536
cg00345343	98.2104895234	97.8301725018691	98.1186289008864	97.8054418382045	96.5290471411405	96.7979846361451	97.4447356548398	95.8076026203296	96.4888404773272	97.457628288601	75.6160660717543
cg00355656	88.8563792138	58.5364777665037	83.8745618786998	86.6884890707211	59.3697361631756	58.4810660456683	94.5959279069701	26.9573093730998	62.0305486550687	54.2094423249878	37.7668669398657
cg00360798	92.8110686586	92.1036644502656	87.8133304619973	90.7023878464594	89.3637648030576	82.5135356065085	87.7719679228621	93.3846287927189	90.1884220777231	92.6923293638967	64.4641086689399
cg00376816	91.4048313643	91.1109192474885	90.241422327263	11.9024025022802	75.1020518396639	38.6472317672129	89.5370103634797	91.2378936862905	87.9665482773378	92.2573414803984	32.419981168066
cg00391031	92.15968519195	84.9594181159688	84.9732035305779	17.2753462316284	73.0894557980928	42.5224102197204	90.2610512565636	87.1505185203137	92.0781389143862	82.3406916193592	31.6684738569731
cg00391741	92.8874513422	84.223114566348	79.7346679573209	91.81412071774	91.5145254590955	92.6154012360322	95.3970657680237	62.0819033206362	77.3663298831209	49.4384790049917	91.1861244104362
cg00421164	92.96409393705	90.1277729543194	94.8136665750068	93.8473760277907	94.4352079749523	93.9744275521121	93.1625792662819	9.1897464307818	91.0815360400537	37.6933314838929	92.3055735397189
cg00440980	89.4074047097	90.8435574231532	92.9305432263453	12.8070598929826	72.2361825512126	54.0966608350526	10.7839478367922	93.6043095139174	90.1907585039949	94.5121186169923	33.6808002140008
cg00442389	89.94123818105	11.8542286879948	12.5432063394115	7.78411443886026	4.81626051024953	3.90021999387125	95.9011563757938	5.97325768068299	89.7226413481626	10.6131347701528	4.15082619038403
cg00446046	92.74750412845	11.9395716285444	89.9858638755889	91.2211860716241	91.1925178395604	90.5200639571407	87.459044485282	70.477884651228	29.6247421784509	23.9579361201152	87.7067013857642
cg00453717	92.85014136955	9.30835601335231	93.7938239703563	92.7204291939877	92.1210806922593	93.7852361382963	93.5082955583341	5.05415201239281	92.6975433293387	5.53649997431294	93.2448107736705
cg00459243	98.43895214185	86.1711532658992	98.4670610029874	98.7369882017119	54.0708537410138	71.5484483176302	98.4501749023276	57.9119135822686	88.0277842452116	69.0847392265483	98.3264323106718
cg00464927	99.0363781076	97.3227615249183	25.4804278145991	98.7701422685658	95.6696692238507	97.2094079584545	98.5806391412208	98.5975113766064	98.4632134044574	98.4246835724978	98.4469429188019
cg00467547	94.0550238955	93.3789003354606	93.168353531275	3.84374793861976	16.9785660029596	3.9732704506681	93.5742009015208	94.7795129246461	79.4470113518946	94.5072125492098	3.78684869605571
cg00501876	14.2537368045	66.9254578535826	42.7903069403761	45.0597150219464	61.0358690240119	56.0319850987306	7.76316210630174	66.7173767189978	9.9822437626319	69.5027089423627	28.3607217842642
cg00503447	92.287848114	84.3767391013649	90.9216808308379	40.3212068368582	19.9319349626875	31.5209763284879	92.8543056531085	52.4321278812965	92.3766802138722	70.4143060674288	51.6919790256557
cg00511027	91.2960907775	91.269672257317	28.2688327000519	94.0636833064276	90.1112283286071	92.3234669061777	94.3804220389077	91.9924277817552	89.7217263537492	91.364677796895	93.5942262488777
cg00519208	91.31381764225	84.5608930323091	92.6827634817776	93.0673285232999	90.1858612063099	91.3658203209862	10.9699240485252	86.939816259289	90.7429762211314	90.5861629856173	88.6950963973219
cg00536939	5.936875188705	6.22244554954773	44.0324366941066	73.4592529798121	23.6262672698275	64.6802242675864	11.9638444588921	5.17067577619647	4.3454011964403	5.5909089456339	78.2486491811672
cg00556515	97.97252975555	86.4082317179066	97.4926943156204	95.7394750854944	61.1698862595464	55.5370253624453	98.2997544296292	88.1349310749699	89.1609387197199	81.6871659973221	96.5791964494195
cg00567930	84.8524537714	85.3935868630931	66.7523053323837	69.083637080058	75.4590813818344	47.2026650856979	90.5970327746139	83.2110598246855	38.2221217230953	84.6831083025083	70.0272020280986
cg00585901	5.313318738965	2.45017251487388	2.07947940211226	1.45986089432602	2.26022659864015	2.44358953292052	88.5019479128928	2.11382776788062	2.1159946615061	2.00310551556549	1.73226915228199
cg00590152	98.4577925641	96.5515946023209	98.1191445486797	97.9021569460172	96.9280753441292	97.5786345855505	97.6533458414128	49.9566076182198	97.0455684038989	77.1993089340489	96.7587707162916
cg00593404	89.47751368585	93.2781787324105	94.1560575325762	93.9847875064197	94.2224699505595	92.9788093196853	8.81980798070304	93.823861318014	12.485953232654	94.095796273903	92.3765472600054
cg00594167	95.0590089475	88.3005340362448	87.0357198742295	92.5458704251817	49.4682898372788	80.6492167777214	94.4333029169447	88.4082670640187	93.2736507170592	88.79013343769	93.2318309646546
cg00619505	93.3302203403	93.1930038265526	93.7257261971991	91.6143280302801	60.852122769653	62.5122480111543	95.9415450908126	91.9956842720531	92.5933197869707	92.7126187776324	89.7886931350736
cg00636527	82.22029039835	72.5898494742901	29.6577162599474	17.172573628756	22.3381455338211	8.12955842909984	87.0733370309004	60.9695599834376	67.710334122109	63.7193231643664	13.7210030758463
cg00638845	92.6025174816	89.4951367943643	93.1972594526649	95.4563505083733	94.4901760081054	94.5484247504156	94.2942624868182	25.440974581286	93.8293353542933	75.9377665096514	95.070873018256
cg00671126	94.64876759095	87.4618755690401	89.4676444187278	94.2686634185994	89.157766972829	90.4702049218937	93.8554680856822	23.7332686181519	86.4188671996017	58.3958700882143	93.5104719981513
cg00697658	94.1149343737	86.4986080821725	20.0726051941683	18.9138183226634	37.6160911483667	16.5213234968915	94.7723210104332	84.984279283984	91.8670713121117	84.6807080553413	29.6269693388068
cg00699947	93.3931131787	93.9994153431293	94.3536396388806	94.5790689283248	94.5987252851228	92.7423044259716	89.4884458069063	94.1699924526484	9.11095347054314	94.1435463180757	92.3887268550884
cg00702417	87.43154842685	3.65183980359733	7.54290713324615	6.39048696504041	5.70703966573875	4.25514775383882	94.1917721827664	5.19276483693727	82.6214119598893	4.24384348581239	4.16564566769913
cg00705730	93.96692820505	90.8457534710839	94.4578620740765	95.2106578747448	94.2547708051343	93.4180655938124	93.9625368490845	5.40407642532756	87.0052776455894	5.36718171666983	94.3482734384855
cg00709979	98.00672920495	90.6712623270678	28.9336085278115	97.8454080745532	97.1621112482439	97.67767212491	98.2529130464034	97.6129012165693	96.1058798211427	97.0663597098896	97.7339741297768
cg00711795	93.99842894895	93.0946157694445	93.398966449373	41.3623243156125	92.6181587973896	83.757617028004	90.9051805912459	94.2823721736224	92.7716044395489	93.7700394910212	86.1330768331396
cg00733115	15.1244555976	72.7084159320509	44.535540422419	68.017762148547	33.3067710961049	40.4706231047479	4.1328601820369	72.6371931695165	5.50551036169349	72.9923618377605	25.7992300281408
cg00759427	86.3148848255	3.08789726906635	2.84875101551008	7.88923335697672	35.0301241853779	24.9716704491503	90.2688727076149	3.37218661047147	82.3469537008598	4.67306625043294	11.2729471786266
cg00767000	9.778171590795	97.3342494716217	97.5142575787239	96.4213125342189	97.4720630831195	97.2131806116913	3.53996865118358	97.0819231009227	2.70544230708687	97.2658083483453	92.9569771991974
cg00776080	18.17209475335	93.289879879434	96.6838073304307	95.3419091275895	96.155850550721	96.313291225172	8.10195739538583	94.0604666449855	7.01022882683616	92.4552805062922	94.6855873543604
cg00786138	95.08201281715	95.671158449613	95.7875944867988	59.1601415594706	95.534276230939	93.0781772698953	96.7638887351985	95.2675645200268	94.8945440714896	95.960600535303	87.8829952375591
cg00791854	7.17567525422	9.83881318181885	50.9538616967481	54.6998296016842	55.4733714068266	68.699970034397	5.16468114974371	9.32350499491172	18.7370531428633	6.95424507204828	30.277688982931
cg00805874	97.8027244599	97.6560802324889	97.8664719447042	97.7088282044512	28.2415720787625	44.8570314659889	98.0932592304411	92.675453034379	98.1771398678288	95.5712240016509	97.8263131781385
cg00828556	95.74755035455	4.68265324565893	96.4435567357737	96.9126891582721	94.5210116529331	97.3936763648583	96.7817042563389	3.45465094460462	97.3732568469304	3.83934626863199	95.9357774187122
cg00832329	92.81386692845	8.33417232341438	88.8869145502849	95.1793038487124	85.7966115223197	93.6731217746688	93.0719863369228	7.68155984769452	82.4252442603564	11.1528868769542	93.6446427649478
cg00852675	97.87673854045	94.2746917398358	57.0407802501471	97.5485228038918	95.1698429598783	95.1818743995943	95.4978526547255	96.3910597419798	95.9133804775978	96.5585636309173	96.7404448661915
cg00859441	93.0600389681	10.1117868098643	93.112259973052	94.6230484526756	91.3292573009227	93.5997672146187	94.9216840516031	22.7872035649481	71.6544196521421	12.6268258238713	93.0555287125339
cg00880290	73.6960558972	1.93993264810777	1.81336872235077	1.61017547320337	1.91948047074341	1.94248603101471	2.38311293912794	2.11123624957662	90.3302780380598	2.01755017099503	1.82366738912768
cg00903584	88.6115977669	4.95674858724372	19.8868304311658	6.90191616598456	6.6937307875312	8.60988649346979	96.1363784912763	2.69391941568783	88.3569228888851	3.53506403911318	4.13296011644141
cg00935108	94.00388454785	89.4815357115506	92.2451250101036	92.5309170856647	90.4525503115286	92.4102509173701	94.9424264731348	85.3557903438331	83.2475202261425	60.5404575712909	91.4224477828216
cg00942293	77.6485437647	85.2074172472283	86.1481356530182	83.5114196511016	84.6996849814563	84.7871961541761	8.20466913753286	86.1462462831256	48.7868268561825	84.9590200445575	80.3858737364715
cg00995807	94.7394232	98.2255949384162	98.3334359858809	98.6305615194795	98.253593560934	98.2141757726879	17.3510032204694	98.3891394727717	94.0749410143185	98.4208108927304	98.1435799558442
cg01004980	93.55928657075	92.7667506240931	94.4425231093693	93.9673026032803	93.786914208511	94.4336791115139	92.819202833649	42.0919671323798	73.7105547659617	50.0341376869106	94.019330374243
cg01012572	91.03459137	85.7149479529909	62.1043937789449	92.0570081934559	64.3796071793741	54.4391929974697	94.3940284976437	84.9734675112046	90.0613254308716	80.9744825392868	35.3542053131346
cg01017395	9.85268266311	94.3530280793762	90.971187359701	92.9399256197497	93.219771167192	91.9326730823763	4.22825944916719	94.613270914258	3.77703961291755	94.3465031723303	67.5051236897759
cg01039752	11.3225477048	81.4442432224646	83.0974803123611	88.3114590253319	83.2302316319454	82.3941525868677	2.54665367306609	82.3755363751293	4.72738391965683	82.1972306512424	83.6130240075369
cg01040749	91.10387018195	86.4804978093932	93.9408198976072	94.0660197989438	93.9334816567834	93.3108423887135	92.8732675141388	59.0259767144176	94.1533701200336	25.4380312299644	91.5334415229238
cg01042641	93.72087259265	76.5200235052315	48.4158673604398	8.98881039168278	50.5677164934674	24.6147439508013	96.1988133781481	75.973946897163	95.5723207395891	72.8608036698941	14.2321055568389
cg01058360	13.9867391163	18.8756140243791	93.0927420657853	95.9938149446086	86.2818838243201	90.7209019123437	95.4753077040311	74.7721728335192	86.9113249477541	30.4366260222683	91.0409370127277
cg01066494	92.16007176225	90.2040901923052	91.5002010380844	87.8275921454745	83.7849019596469	87.8911209117659	92.2195296323095	74.8493902697665	81.1742057529884	82.5131944607393	65.3450354205946
cg01096487	93.4639341376	93.3972686772689	93.3924489002647	23.1201584445766	67.5721957268834	41.4703118155046	94.5691701914778	93.2837972972574	92.5780308390376	92.5932860080849	57.2909491824411
cg01100796	5.497544157855	4.39618868464131	18.5576442734425	31.6411560890753	31.6636799491108	45.6175879988672	16.6333385537788	4.84097491129724	3.72482890701517	4.90492291331465	21.3990879088265
cg01109047	95.5907668676	93.9282861335085	87.5516003579666	81.1762977643784	92.2375910309072	89.6300520348315	95.3545409258137	95.0422482529353	95.0523428954068	94.3674287361459	68.0286283444844
cg01144218	93.0585916992	92.3057766669148	92.6381708386659	93.0130486074363	41.1246820811997	86.5923857947808	91.3379581729347	93.2330017982894	92.2722329217428	92.6691632592337	90.5848442664472
cg01154283	10.7004780182	29.6023800601064	64.7496167709365	82.3857658642662	74.9852657755344	83.8468117493752	4.25615413818549	39.1096728356628	46.8978955742554	34.3543992895065	81.8403808367108
cg01154505	98.3099670443	97.6167057277563	78.5486997187676	5.24543692013321	96.698464363691	75.4524848418975	98.3891023228963	98.4685870230029	97.9971407385412	98.3981841682643	3.98736844392697
cg01161042	92.67438283945	92.3468653654552	46.1555274248939	87.3121655121193	26.0608345914203	49.9406370899309	91.5222211393682	92.5375072048131	89.8011348182405	90.4658842425895	85.2875753679088
cg01167323	87.77522416005	90.8832971065646	91.7746711326737	27.0112656619101	79.7093668200461	55.1494870536135	91.0907840950552	92.7907084511956	88.4074197339364	91.1508000474424	63.0834458343636
cg01199327	97.97991226955	96.8280233278126	35.4530449901907	98.0713695568376	95.6851170654648	97.5133060713202	96.5652615484335	97.3756544942042	97.9438988758523	97.4481522854753	97.9492485161752
cg01211396	89.71401090505	26.9710118499355	91.1557519494165	93.324314540744	85.1216980478155	90.3190760607225	93.5139780639927	32.2344865424264	87.0609901473797	26.3604124955218	92.2738320035994
cg01243312	95.93374247045	57.7618752359407	94.3156248401271	79.5940432903413	88.2627582704685	59.6956135977699	92.8323900423315	87.3784341661919	93.3588944333265	46.0025199536596	86.9190001593164
cg01275887	92.4099661159	96.2196147280592	96.8367789810555	94.2652073640375	96.8844217899312	96.1930845044995	5.41617773607458	96.8660016488871	94.54034462581	96.9735642182261	93.4682723906831
cg01309569	94.13611969385	86.672932760726	94.9257730784386	95.4073832488649	93.9259716271881	94.3771984035857	86.1778531630115	80.1104527661485	94.8321046168306	51.0269951872015	94.8763675304507
cg01323964	92.0238098645	52.3473253749843	92.6803077151326	93.4612389235016	91.8654570021615	92.0875943752122	92.2925460470503	6.12784080102538	90.4593660516878	6.5263810022553	91.7376486410124
cg01347048	12.35492865295	93.6971324724261	92.7209976115785	94.857316278994	92.0373348281476	91.7083622616057	4.83222853466636	93.4163043799865	7.71617143669325	94.3232892985517	92.5676121858851
cg01353646	17.7262168104	71.3737067814255	77.656263398269	89.9268555894417	82.07395253901	84.343354515143	4.56655318443437	70.5107657741476	3.93924173497253	69.5449649582884	87.3138929786872
cg01372366	85.35102328565	3.44511702174911	6.07631630013634	81.673306967271	22.7944291328828	45.8584673750708	39.2757577722818	3.15012022060454	90.0144585260216	3.2307396481652	25.2546722182313
cg01383911	94.74971187525	93.7403397024787	95.5941051376919	95.9670503916111	95.8047289127374	95.3505338934986	95.0073923850264	40.1196624936556	93.7556327544201	41.6390526937258	93.9809292042661
cg01416168	93.30862297865	93.2575613456143	94.2922713817545	94.8572701289813	41.3750545172196	84.960104947533	91.0268478759264	95.1942760426947	86.6313725612063	94.3902123342413	92.606440205001
cg01426713	8.780179289405	60.5586274359825	68.7305639589094	83.5618914658555	78.0097929032387	82.3426937954999	3.75659048826388	58.0413110270707	3.41391624710321	27.9774601392308	87.4362336050421
cg01437221	94.00616244195	93.7865950904042	92.2837354004529	8.91903772176176	68.458794511835	26.7306864172181	92.3205146866551	94.4615215398115	84.5351025003885	92.2829494896469	9.24474057198762
cg01439631	21.0567538919	93.8762454896148	91.7287163649999	94.9918397085913	91.5666779885437	85.772354789448	94.5948354585187	94.5989306873122	85.1196944742408	94.2950523773862	31.1883838286493
cg01440934	91.39403439945	8.62073223843632	92.7535808957461	94.6591132851402	88.6818952561974	93.1819200799867	94.1786755756939	7.30313868914509	92.1405085070627	8.51972151062243	93.1085738749588
cg01441127	90.8427014882	24.5489425821749	90.0321772326746	90.664757366436	87.7532343720453	90.1770303884209	87.1211660616386	88.096640940234	89.6908430102321	45.8893865339729	86.69182148668
cg01447914	71.8419068952	2.18190296755962	2.39176061445723	2.79737463700051	2.24266172307066	2.2106857664015	2.04320984561907	2.30632351275407	31.0112927560699	2.57458732689914	2.31256326762376
cg01456691	83.4620676225	4.67094095395726	4.56419640122762	4.64311317370504	4.51936648080012	4.76555097038223	87.3483006667816	5.17409328259151	89.5275879320835	4.95520658286433	4.30298576304118
cg01463828	24.9995451273	97.5264478932878	92.6841705282648	98.4090116616861	97.4884326600163	97.823706002611	3.13036525293921	97.0497800954166	2.41843503732054	97.0326664091393	98.447571355648
cg01479396	84.72440502285	6.60682348730782	90.3635945339982	83.1745796759758	81.280147396306	89.1477358263241	95.3519591615095	4.50238101297943	86.7884849722306	4.92023442570666	91.2379139789976
cg01483139	91.8313561286	7.8090829973292	27.6157471475809	20.5010518819978	8.58777122655949	11.3023860926416	91.9264647356093	7.77189437804417	90.7435964992563	8.24971087445936	22.650882401077
cg01500140	85.75008895815	86.6338773525289	87.4552864555309	85.875965796583	25.4261744076743	49.979196608243	78.8025417133041	85.8466596234083	75.6237012998039	85.4276102744872	83.2248605669853
cg01502320	82.1759742682	87.4454355708392	19.3172287401575	85.2755792950039	76.4565557856968	69.6122638557676	76.7981747828285	86.1492869766435	74.6580091548067	86.117958493029	59.2786661354736
cg01516737	94.8009208244	94.8454679075976	94.9727971904118	95.2184080799552	94.7178895300934	94.1353703804179	30.349068612102	95.3777194034736	44.155333229177	95.6442992730578	95.2021239750582
cg01519464	93.88331806515	79.9586681929091	40.3211236445315	6.41638735547124	20.5138496030798	3.69526875715458	96.3157514380202	85.0290981081195	94.6982106050886	83.7819248648487	3.59811989245477
cg01525879	92.941976407	92.9206841638703	95.6583860829762	27.0893752266011	86.2163462598078	64.1102316088264	94.9414116426304	89.9731505947633	94.8601454059481	86.6372146681277	34.0667911266055
cg01529365	3.12151690356	3.50752843438011	6.27548592426665	4.23191692221834	4.03966444503884	4.46682236549738	3.22495874534408	3.15529706474793	87.9472830345231	3.70895102561403	4.07883655150249
cg01557260	90.02119740035	88.5775615413447	83.4627312577935	87.6208136412625	25.3727545680849	47.8675512886108	90.491582579737	81.5588281797195	85.5755050285584	83.2790257309706	85.2429121943597
cg01564818	5.253933157205	5.05303799570293	30.5869991355273	72.0335637955606	49.8032473972336	68.3170366031419	3.53701194686878	3.50478476368449	2.57559217163915	4.78507672470733	75.0535234490042
cg01585348	93.8645963425	93.167983832776	93.2419400330149	96.3202345008218	93.8215523178037	93.2686681378992	93.9985399389109	95.8846737204857	3.8605972511237	95.9068755918193	96.7170147408568
cg01646516	93.42620498995	91.6362406805001	93.962161039386	73.9551994773179	90.0326509267995	85.4374921691521	90.6628181593845	87.6623723047441	90.2718618502159	88.1709522770961	60.306816692901
cg01666652	88.3603651855	83.929000933573	82.0649159358649	23.7621529378501	65.2825546687287	23.7732210452462	80.977005410734	86.3516204475324	86.8834349217068	85.0584230826012	18.005277189601
cg01672042	95.53259960185	66.4588558129253	95.0444331206349	96.2203877130096	94.1449470283108	95.0905675790706	94.6677043320887	89.1111598693304	95.3064094236764	63.3410706928696	95.2384378038083
cg01676795	94.8790047795	86.1589282588128	95.0800552578951	95.8744249704296	95.0165420682498	94.9207084136715	95.1965532930039	18.7245242763808	94.7811134062719	32.0943925528681	95.800643824016
cg01692842	92.7760548507	87.9296964971167	91.7999119797455	94.3000965385319	89.317838090897	89.9518932585833	93.235528663383	5.73146017776262	71.7932632135154	5.94659313680052	91.7167414872987
cg01739167	84.64770290105	38.9791970376996	29.2076732933576	47.5080903992289	17.0172053503762	19.3742835388184	87.1030685163691	43.8660132632674	73.516726774821	42.9091836765354	51.6735879023796
cg01742370	92.68081326775	55.0929081626119	92.2464847243001	94.0602073323334	92.2150317831812	92.1037733053259	92.9893536026691	8.34299205014282	94.2875721164463	16.7408874027591	92.1263814020519
cg01752594	90.34787580245	21.4611979526007	89.7503751836644	92.8509709678445	87.3929503861538	92.0471227086698	90.8628947446126	64.0437821285739	92.3852515225936	29.4672323453744	88.8939959815101
cg01768001	95.6156442751	95.9779737673765	96.4569404562313	18.502598063222	95.976314624469	75.1961698812887	95.1498102065603	96.4007035904476	95.9157364508919	95.9223571308183	16.9296657287626
cg01772743	91.91302172925	83.7060980764226	34.6026090503893	17.0381531340085	32.0428566324706	7.44162613436674	95.371847073686	76.0160324671511	91.2948705485923	80.6170945828833	21.4301923384674
cg01782486	94.87812954015	79.0636203828618	47.2788433813021	19.80976976399	90.5790563388773	92.7636688420303	94.576037102482	65.6159053182538	90.6462368167644	73.6359659740755	26.0385106568141
cg01782668	94.72983145665	94.7276892748106	95.5422354957911	94.798851929819	95.3708235381453	95.2564694799283	96.3178872227906	96.2705927551732	5.76044134506746	94.9641696986739	95.3900819945596
cg01785706	14.72839582865	88.5072918150732	16.5744190926212	16.6967998312691	24.3221923803787	18.5304613788983	86.2179468328234	86.1156015551286	64.6265981628001	85.7661220499797	22.0531663100564
cg01798375	92.9938675627	4.30235620179198	4.47074365513673	3.37770218916731	9.24061720934715	7.97378422958161	5.7355189598888	3.5530675789669	82.9924724762703	3.66970521459878	3.1801517810366
cg01821022	91.86164562125	7.74263828880628	92.0093109807243	60.1244336795072	80.6251467111974	88.6631861870317	85.6268141139348	6.35334368627083	91.7732849751715	6.93609442365778	79.3734550873004
cg01823541	5.52180447497	7.81674101624686	30.4535529387822	9.4554242691934	8.39746108876206	10.5588003345453	6.43170137327993	7.009646219887	4.96869916812522	7.70217288824055	9.04432402760909
cg01827726	2.15089371758	2.56105330983805	5.77901350689852	28.5751983119905	4.78255480771408	11.2719899202691	2.63428523198172	7.15960894971293	2.24018721638977	4.10687973500579	17.6914396644738
cg01837846	85.3270319371	58.256455807407	46.0223619500169	8.30501207308818	26.3546974662585	18.1039196406787	93.9963966058343	67.8393233558608	85.0105588827597	67.4316585591331	11.6832038468237
